Unnamed: 0,题目分类,题型,题干,选项,答案
312,专业题库,01单选题,依据《安全设施标准》，在人口密集或交通繁忙区域施工，应根据环境设置必要的（    ）。,A-安全警示牌|B-注意行人标志|C-在此工作标志|D-交通安全标志,D
313,专业题库,01单选题,依据《安全设施标准》，各生产场所应有（    ）的标示，楼梯主要通道门上方或左（右）侧装设紧急撤离提示标志。,A-消防器械|B-应急装备|C-逃生路线|D-安全路线,C
314,专业题库,01单选题,依据《安全设施标准》，流动式起重机械基本臂两侧应标注醒目的（    ）的文字标志。,A-起重臂承重|B-起重臂下严禁站人|C-作业半径内注意安全|D-起重臂最大开合角度,B
315,专业题库,01单选题,根据两票三制规定，检修（施工）作业，（    ）认为有必要现场勘察的，检修（施工）单位应根据工作任务组织现场勘察，并填写现场勘察记录。,A-工作票签发人或工作负责人|B-工作票签发人或工作许可人|C-工作许可人或工作负责人|D-工作票签发人或专责监护人,A
316,专业题库,01单选题,根据两票三制规定，未造成电气设备被迫停运的缺陷处理工作不得使用事故紧急抢修单，而应使用（    ）。,A-工作票|B-事故紧急抢修单|C-施工作业票|D-工作任务单,A
317,专业题库,01单选题,倒闸操作，要有（    ），运维负责人正式发布的指令，并使用经事先审核合格的操作票。,A-工作许可人|B-工作负责人|C-工作票签发人|D-值班调控人员,D
318,专业题库,01单选题,根据两票三制规定，工作票一份应保存在工作地点，由（    ）收执；另一份由工作许可人收执，按值移交。,A-工作票签发人|B-专责监护人|C-工作负责人|D-变电运维负责人,C
319,专业题库,01单选题,根据两票三制规定，总、分工作票原则上由（    ）签发。,A-值班调控人员和工作票签发人|B-同一个工作票签发人|C-工作票签发人和工作负责人|D-不同的工作票签发人,B
320,专业题库,01单选题,根据两票三制规定，承发包工程中，工作票可实行“双签发”形式。签发工作票时，双方工作票签发人在工作票上分别签名，各自承担相应的（    ）。,A-施工方案|B-组织措施|C-技术措施|D-安全责任,D
321,专业题库,01单选题,根据两票三制规定，非连续进行的故障修复工作，应使用（    ）。,A-故障紧急抢修单|B-工作票|C-施工作业票|D-故障应急抢修单,B
322,专业题库,01单选题,根据两票三制规定，若需变更或增设（    ），应填用新的工作票，并重新履行签发、许可手续。,A-安全条件|B-施工范围|C-工作任务|D-安全措施,D
323,专业题库,01单选题,根据两票三制规定，总、分工作票在格式上与（    ）工作票一致。,A-第一种|B-第二种|C-带电作业|D-事故紧急抢修单,A
324,专业题库,01单选题,作业安全风险管控应遵循（    ）的工作原则。,A-“全面评估、分级管控”|B-“分级评估、全面管控”|C-“全面评估、专业管控”|D-“专业评估、全面管控”,A
325,专业题库,01单选题,作业计划实行（    ）管理，审定后的作业计划均应统一在平台内进行发布，已发布的作业计划严禁随意增减，确属特殊情况需追加、调整的，应严格履行本单位计划调整审批手续。,A-柔性|B-弹性|C-刚性|D-线性,C
326,专业题库,01单选题,作业风险定级应以每日作业计划为单元进行，同一作业计划内包含多个不同等级工作或不同类型的风险时，按（    ）原则定级。,A-就低|B-就高|C-任意|D-随机,B
327,专业题库,01单选题,按照（    ）原则，地市（县）公司级单位、二级机构以审定的作业计划、风险内容、风险等级、管控措施为依据，每周日前对下周作业计划存在的所有作业风险进行全面公示。,A-“谁管理、谁公示”|B-“谁作业、谁公示”|C-“谁监管、谁公示”|D-“谁监理、谁公示”,A
328,专业题库,01单选题,采取劳务外包或劳务分包的项目，所需施工作业安全方案、工作票（作业票）、机具设备及工器具等应由发包方负责，并纳入本单位（    ）统一进行作业的组织、指挥、监护和管理。,A-项目|B-班组|C-档案|D-计划,B
329,专业题库,01单选题,劳务人员（    ）独立承担危险性大、专业性强的施工作业，必须在发包方有经验人员的带领和监护下进行。,A-允许|B-经审批|C-不得|D-经监护,C
330,专业题库,01单选题,除紧急抢险、故障抢修等特殊情况外，进场施工承包单位必须严格执行（    ）管控工作要求，承包单位不履行报备程序一律不允许进场施工作业。,A-“先进场、后报备”|B-“先报备、后进场”|C-“先申请、后进场”|D-“先审批、后进场”,B
331,专业题库,01单选题,以下哪项不是为了监督外包作业安全、技术、组织措施的落实，保障外包作业现场施工的安全和质量应执行的制度（    ）。,A-“双勘察”|B-“双交底”|C-“双签发”|D-“双许可”,D
332,专业题库,01单选题,“一表一库”是指（    ）。,A-作业风险分级表和检修工序风险库|B-作业风险分级表和人员档案库|C-设备检修工序表和检修工序风险库|D-设备检修工序表和人员档案库,A
333,专业题库,01单选题,"依据严重违章释义，未及时传达学习国家、公司安全工作部署，未及时开展公司系统安全事故（事件）通报学习、安全日活动等,属于（    ）违章。",A-Ⅰ类严重违章|B-Ⅱ类严重违章|C-Ⅲ类严重违章|D-一般违章,B
334,专业题库,01单选题,依据严重违章释义，针对公司通报的安全事故事件、要求开展的隐患排查，未举一反三组织排查；未建立隐患排查标准，分层分级组织排查的，属于（    ）违章。,A-Ⅰ类严重违章|B-Ⅱ类严重违章|C-Ⅲ类严重违章|D-一般违章,B
335,专业题库,01单选题,依据严重违章释义，现场作业人员未经安全准入考试并合格，属于（    ）违章。,A-Ⅰ类严重违章|B-Ⅱ类严重违章|C-Ⅲ类严重违章|D-一般违章,C
336,专业题库,01单选题,依据严重违章释义，涉及多专业、多单位或多专业综合性的二级及以上风险作业，作业实施期间，现场作业风险管控协调组未常驻作业现场督导协调；未（    ）召开例会分析部署风险管控工作；未组织检查施工方案及现场风险管控措施落实情况。属于II类严重管理违章。,A-每半日|B-每日|C-每周|D-每月,B
337,专业题库,01单选题,依据严重违章释义，未经本单位消防安全责任人批准，不得擅自将自动灭火装置、火灾自动报警装置退出运行。其中，消防安全责任人指的是：法人单位的法定代表人或者非法人单位的（    ）。,A-主要负责人|B-安委会|C-党委会|D-安全监督管理部门,A
338,专业题库,01单选题,依据严重违章释义，起吊或牵引过程中，受力钢丝绳周围、上下方、（    ）侧和起吊物下面，不得有人逗留或通过。,A-内角|B-外角|C-受力|D-牵引,A
339,专业题库,01单选题,依据严重违章释义，在易燃易爆或禁火区域携带火种、使用明火、吸烟；未采取防火等安全措施在易燃物品上方进行焊接，下方无（    ），属于严重违章。,A-监护人|B-工作许可人|C-工作票签发人|D-公司领导,A
340,专业题库,01单选题,依据严重违章释义，特种设备使用单位，应向（    ）办理使用登记，并取得使用登记证书。,A-公司专业部门|B-公司安监部门|C-监理单位|D-政府安全监督管理部门,D
341,专业题库,01单选题,依据严重违章释义，作业现场被查出一般违章后，未通过（    ）核查擅自恢复作业属于严重违章。,A-验收|B-整改|C-批准|D-审核,B
342,专业题库,01单选题,国家电网公司生产现场作业“十不干”要求：有限空间内（    ）未经检测或检测不合格的不干。,A-气体含量|B-氧气含量|C-气体压力|D-空气压力,A
343,专业题库,01单选题,国家电网公司生产现场作业“十不干”要求：现场（    ）布置不到位、安全工器具不合格的不干。,A-组织措施|B-技术措施|C-安全措施|D-安全监督,C
344,专业题库,01单选题,国家电网公司生产现场作业“十不干”要求：现场安全措施布置不到位、（    ）不合格的不干。,A-安全围栏|B-安全教育|C-接地线|D-安全工器具,D
345,专业题库,01单选题,国家电网公司生产现场作业“十不干”要求：（    ）不清楚的不干。,A-工作流程；危险点|B-工作流程；工作地点|C-工作任务；危险点|D-工作任务；工作地点,C
346,专业题库,01单选题,国家电网公司生产现场作业“十不干”要求：危险点（    ）未落实的不干。,A-安全措施|B-控制措施|C-防护措施|D-技术措施,B
347,专业题库,01单选题,国家电网公司生产现场作业“十不干”要求：超出（    ）未经审批的不干。,A-作业时间|B-作业范围|C-作业地点|D-作业能力,B
348,专业题库,01单选题,国家电网公司生产现场作业“十不干”要求：未在（    ）范围内的不干。,A-安全督查|B-安全围栏|C-作业地点|D-接地保护,D
349,专业题库,01单选题,国家电网公司生产现场作业“十不干”要求：高处作业（    ）措施不完善的不干。,A-防触电|B-防机械损伤|C-防误操作|D-防坠落,D
350,专业题库,01单选题,国家电网公司生产现场作业“十不干”要求：（    ）不在现场的不干。,A-工作负责人（专责监护人）|B-“四不两直”督查人员|C-工作许可人|D-到岗到位人员,A
351,专业题库,01单选题,作业安全风险，是在生产施工作业过程中，由于生产组织安排、人员作业行为、施工工艺方法、设备环境状态等因素，可能导致发生人身、电网、设备等安全事故（事件）的可能性与严重性的组合。其中（    ）涉及触电伤害、高处坠落、物体打击、机械伤害、中毒窒息等,A-作业人身风险|B-电网事故风险|C-设备事故风险|D-信息网络事故风险,A
352,专业题库,01单选题,作业风险管控遵循以人身风险管控为主，按照“全面评估”、（    ）的工作原则，依托安全风险管控监督平台对作业涉及的各类风险实施全面、全过程管理。,A-先降后控|B-分级管控|C-先高后低|D-预防为主,B
353,专业题库,01单选题,作业安全风险管控规定，作业班组负责落实（    ）、风险评估、“两票”执行、班前（后）会、安全交底、作业监护等安全措施和要求。,A-现场勘察|B-评估定级|C-风险公示|D-风险培训,A
354,专业题库,01单选题,作业评估定级结果应在作业计划内发布，辨识分析出的危险因素应填入作业文件（包括但不限于工作票、作业票、（    ）等）内，作为风险管控措施制定的前提和依据。,A-三算四验五禁止|B-六优先九结合|C-三措一案|D-四个管住,C
355,专业题库,01单选题,各级（    ）应依据作业风险定级标准和会商会议要求，每周对作业风险定级情况进行核查，对计划管理不到位、风险定级不准确、管控措施不落实等问题纳入违章行为严肃通报考核。,A-业主项目部|B-施工项目部|C-安全督查中心|D-二级机构,C
